label	MedL	K_str	K_idx	RCor_score	RCor_text_fragment	KImp_score	KImp_text_fragment	keywords	MedL_id	bk_location
3	垂体腺瘤激素分泌功能ICD-10编码在住院病案首页应用的准确性研究.目的 评价垂体腺瘤激素分泌功能ICD-10编码在某大型综合医院病案首页中应用的准确性.方法 在住院病案首页管理系统中检索2015年-2017年垂体腺瘤手术患者的疾病诊断ICD-10编码,以临床诊断为金标准,通过对比临床诊断和ICD-10编码的一致性,计算不同亚型激素分泌功能ICD编码的敏感度、特异度、阳性预测值和阴性预测值,并对编码假阳性和假阴性问题案例进行分析.结论 住院病案首页数据是获取激素分泌型垂体腺瘤的高效数据源;为使ICD-10编码更准确无遗漏的标识激素分泌功能,编码员应与临床医师紧密合作,通过开展专科编码培训,以不断熟识临床书写习惯,增强对该类神经内分泌肿瘤疾病的认识,从而提高编码准确性.	神经内分泌肿瘤,类型,疾病	9573,9863,1531	3	为使ICD-10编码更准确无遗漏的标识激素分泌功能,编码员应与临床医师紧密合作,通过开展专科编码培训,以不断熟识临床书写习惯,增强对该类神经内分泌肿瘤疾病的认识,从而提高编码准确性	1	垂体腺瘤激素分泌功能ICD-10编码在住院病案首页应用的准确性研究.目的 评价垂体腺瘤激素分泌功能ICD-10编码在某大型综合医院病案首页中应用的准确性.激素分泌型垂体腺瘤%ICD-10%编码%准确性.	激素分泌型垂体腺瘤%ICD-10%编码%准确性	49752986	36615
3	康复治疗时机对脑卒中患者预后的影响.目的 分析并探讨不同的时机实施康复治疗对于脑卒中患者的预后所产生的影响,以便于为临床的干预工作提供可行的依据和参考资料.方法 本研究的所有研究对象均选择我院在2016年12月至2017年12月期间所收治的脑卒中患者,共计选择脑卒中患者68例作为研究对象,对于所有患者采用随机方法分为观察组与对照组两个组别,观察组患者在病情稳定后48 h开始对患者进行康复治疗,对照组患者在患者病情稳定的两周以后对患者进行康复治疗,对于两组患者的预后质量进行评估和比较.结果 本研究观察组患者的上肢、手指部位、下肢等Fugl-Meyer评分都明显比对照组更好,两组通过统计学软件的检验和比较存在有差异性,P＜0.05,具有统计学意义.结论 对于脑卒中患者进行康复治疗,为患者实施早期康复治疗可以有效地提高患者的预后质量,它能帮助患者更好的提升自身的生活质量,值得推广使用.	手指,类型,部位	3057,9863,1296	3	结果 本研究观察组患者的上肢、手指部位、下肢等Fugl-Meyer评分都明显比对照组更好,两组通过统计学软件的检验和比较存在有差异性,P＜0.05,具有统计学意义	1	康复治疗时机对脑卒中患者预后的影响.目的 分析并探讨不同的时机实施康复治疗对于脑卒中患者的预后所产生的影响,以便于为临床的干预工作提供可行的依据和参考资料.康复治疗时机%脑卒中患者%预后效果.	康复治疗时机%脑卒中患者%预后效果	49652153	1800
3	清脑止痛胶囊对老年偏头痛患者脑动脉血流速度与血浆5-羟色胺的影响.目的:观察清脑止痛胶囊对老年偏头痛患者的临床治疗效果,以及对颅内动脉血流和血浆5-HT的影响.方法:选取老年偏头痛患者97例作为研究对象,按随机数字表法分为观察组48例和对照组49例,观察组患者给予清脑止痛胶囊治疗,对照组患者给予氟桂利嗪胶囊治疗,治疗期间如发生难以忍受的疼痛,则给予布洛芬片进行治疗,治疗30 d为1个疗程.观察两组临床治疗总有效率,并记录患者头痛发作的次数、程度及头痛持续时间,检测治疗前后血浆5-羟色胺和脑动脉血流速度..结果观察组患者治疗后的两侧大脑中动脉、前动脉、后动脉、椎动脉颅内段和基底动脉的平均血流速度明显低于对照组,差异有统计学意义(P<0.05)结论:清脑止痛胶囊能改善老年偏头痛患者的临床症状,显著降低脑动脉的血流速度,提高患者血浆5-羟色胺水平,疗效确切.	布洛芬片,适应症,偏头痛	5959,9871,8810	3	方法:选取老年偏头痛患者97例作为研究对象,按随机数字表法分为观察组48例和对照组49例,观察组患者给予清脑止痛胶囊治疗,对照组患者给予氟桂利嗪胶囊治疗,治疗期间如发生难以忍受的疼痛,则给予布洛芬片	1	清脑止痛胶囊对老年偏头痛患者脑动脉血流速度与血浆5-羟色胺的影响.目的:观察清脑止痛胶囊对老年偏头痛患者的临床治疗效果,以及对颅内动脉血流和血浆5-HT的影响.清脑止痛胶囊%老年偏头痛%5-羟色胺%脑动脉血流速度.	清脑止痛胶囊%老年偏头痛%5-羟色胺%脑动脉血流速度	49254826	23200
3	彩色多普勒超声联合MRI对植入型前置胎盘孕产妇的诊断价值.目的:探讨彩色多普勒超声联合磁共振检查对植入型前置胎盘孕产妇的临床诊断价值.方法:选2018年2月-2019年2月我院收治的明确诊断出前置胎盘的孕产妇80例作为对象,在生产前,所有孕产妇分别实施彩色多普勒超声检查、MRI检查,观察两种检查方式联合检测的诊断效果与彩超、MRI检查的诊断效果.结果:与临床诊断结果对比,彩色多普勒超声检查诊断的准确率为80.0％(64/80),MRI检查诊断的准确率为82.5％(66/80),MRI联合彩色多普勒超声检查的诊断准确率为98.8％(79/80),彩色多普勒超声联合MRI检查的诊断效果要显著优于彩色多普勒超声、MRI单独检测的诊断效果(P<0.05).结论:彩色多普勒超声检查联合MRI检查在前置胎盘植入的诊断具有重要的临床价值,能够有效提高临床对前置胎盘的诊断准确度,减少漏诊与误诊现象.	前置胎盘,影像学检查,超声检查	3647,9879,7965	3	结论:彩色多普勒超声检查联合MRI检查在前置胎盘植入的诊断具有重要的临床价值,能够有效提高临床对前置胎盘的诊断准确度,减少漏诊与误诊现象	1	彩色多普勒超声联合MRI对植入型前置胎盘孕产妇的诊断价值.目的:探讨彩色多普勒超声联合磁共振检查对植入型前置胎盘孕产妇的临床诊断价值.彩色多普勒超声%MRI%植入型前置胎盘%孕产妇%诊断价值.	彩色多普勒超声%MRI%植入型前置胎盘%孕产妇%诊断价值	49650744	9938
3	等离子电切联合灌注透明质酸钠对腺性膀胱炎患者排尿功能的影响.目的:分析等离子电切联合灌注透明质酸钠对腺性膀胱炎患者的治疗效果.方法:随机将本院收治的腺性膀胱炎患者93例分成两组,针对常规组46例患者实施常规等离子电切治疗,针对治疗组47例患者实施等离子电切联合灌注透明质酸钠治疗,对比两组腺性膀胱炎患者的治疗效果.结果:两组腺性膀胱炎患者治疗后的夜尿次数、残余尿量、血尿症状改善时间、最大尿流率、治疗优良率存在差异(P<0.05),有统计学意义.结论:针对腺性膀胱炎患者实施等离子电切联合灌注透明质酸钠治疗的疗效显著,改善患者排尿功能,促进患者生活质量的提升,减轻患者的疼痛程度.	腺性膀胱炎,临床症状及体征,血尿	387,9860,9843	3	结果:两组腺性膀胱炎患者治疗后的夜尿次数、残余尿量、血尿症状改善时间、最大尿流率、治疗优良率存在差异(P<0.05),有统计学意义	1	等离子电切联合灌注透明质酸钠对腺性膀胱炎患者排尿功能的影响.目的:分析等离子电切联合灌注透明质酸钠对腺性膀胱炎患者的治疗效果.等离子电切%灌注%透明质酸钠%腺性膀胱炎%排尿功能.	等离子电切%灌注%透明质酸钠%腺性膀胱炎%排尿功能	48350958	39438
3	颈前路零切迹椎间融合与钛板融合器内固定治疗颈椎间盘突出症的影像学评价.背景:颈前路椎间盘切除减压植骨融合治疗颈椎间盘突出症的效果显著,但有颈椎不稳、融合率低等缺点,钛板融合器可以弥补这些缺点,但仍有一些常见并发症发生.一种新型的同时具有支持和固定椎体的一体式颈前路零切迹椎间融合器在临床广泛应用.目的:对比颈前路零切迹椎间融合内固定与钛板融合器内固定治疗颈椎间盘突出症的临床效果.方法:回顾性分析2016年1月至2017年6月在佛山市禅城区中心医院接受治疗的42例单节段颈椎病患者的临床资料,根据手术方式分为2组,其中颈前路零切迹椎间融合内固定治疗组(组)21例,颈前路钛板融合器内固定治疗组(钛板组)21例.比较2组患者的手术时间、术中出血量、日本骨科学会评分及其改善率、吞咽困难程度、角、融合节段椎体间高度及其增加率..结果结果 与结论:①组术中出血量与钛板组相比差异无显著性意义(P＞0.05),但组手术时间明显短于钛板组(P＜0.05);②术后3,6,18个月时2组的评分均较术前显著增加(P＜0.05),但在相同随访时间2组的日本骨科学会评分及其改善率相比差异无显著性意义(P＞0.05);③术后6个月钛板组有2例(10％)发生轻度吞咽困难,而组吞咽困难症状消失;术后18个月钛板组仍有1例(5％)发生轻度吞咽困难;④组角术后3,6,18个月与钛板组相比差异有显著性意义(P＜0.05);⑤2组椎体间高度增加率术后3个月相比差异无显著性意义(P＞0.05),而术后6,18个月组椎体间高度增加率显著高于钛板组(P＜0.05);⑥提示对颈椎间盘突出症患者实施颈前路零切迹椎间融合内固定与钛板融合器内固定治疗均可以取得良好的效果;但零切迹椎间融合内固定更有利于维持颈椎曲度及椎体间高度,并降低术后吞咽难的发生率,因此更具优势.	颈椎病,手术治疗,前路钛板	8918,9885,2536	3	方法:回顾性分析2016年1月至2017年6月在佛山市禅城区中心医院接受治疗的42例单节段颈椎病患者的临床资料,根据手术方式分为2组,其中颈前路零切迹椎间融合内固定治疗组(Zero-P组)21例,颈前路钛板融合器内固定治疗组(钛板组)21例	1	颈前路零切迹椎间融合与钛板融合器内固定治疗颈椎间盘突出症的影像学评价.背景:颈前路椎间盘切除减压植骨融合治疗颈椎间盘突出症的效果显著,但有颈椎不稳、融合率低等缺点,钛板融合器可以弥补这些缺点,但仍有一些常见并发症发生.一种新型的同时具有支持和固定椎体的一体式颈前路零切迹(Zero-P)椎间融合器在临床广泛应用.目的:对比颈前路零切迹椎间融合内固定与钛板融合器内固定治疗颈椎间盘突出症的临床效果.颈椎病%椎间盘突出症%颈前路%零切迹椎间融合%钛板融合器%内固定%融合节段椎体高度%颈椎曲度.	颈椎病%椎间盘突出症%颈前路%零切迹椎间融合%钛板融合器%内固定%融合节段椎体高度%颈椎曲度	48624747	31437
2	独活寄生汤联合胫骨高位截骨在膝关节骨性关节炎 治疗中的应用研究.目的 探讨独活寄生汤联合胫骨高位截骨术在治疗膝关节骨性关节炎治疗中的应用效果.方法 选用2016年10月至2018年10月北京市丰台中西医结合医院收治的膝关节骨性关节炎26例(26膝),其中均为单膝,均为内侧膝部疼痛为重;男12例,女14例;年龄42～58岁,平均(46.8±8.9)岁.采用随机数字表的方法,将26例患者分为对照组和观察组,各13例.对照组患者,入院完善检查后排出手术禁忌证,选择胫骨高位截骨术治疗,并在术后给予和观察组相同的功能锻炼.观察组给予独活寄生汤联合胫骨高位截骨治疗.评价效果的标准采用如下指标:疼痛评分(VAS)、膝关节功能评分(HSS)、生命质量评分(SF-36).结论 本研究方案治疗膝关节骨性关节炎疗效显著,值得临床推广.	独活寄生汤,功能主治,疼痛	8302,9867,554	2	观察组给予独活寄生汤联合胫骨高位截骨治疗.评价效果的标准采用如下指标:疼痛评分(VAS)、膝关节功能评分(HSS)、生命质量评分(SF-36)	2	独活寄生汤联合胫骨高位截骨在膝关节骨性关节炎 治疗中的应用研究.目的 探讨独活寄生汤联合胫骨高位截骨术在治疗膝关节骨性关节炎治疗中的应用效果.独活寄生汤%膝骨关节炎%胫骨高位截骨%疼痛评分%膝关节功能评分%生命质量评分.	独活寄生汤%膝骨关节炎%胫骨高位截骨%疼痛评分%膝关节功能评分%生命质量评分	49804701	26511
2	比较疤痕子宫再次妊娠二次剖宫产与非疤痕子宫剖宫产的效果.目的:以剖宫产术为研究视角,比较瘢痕子宫再次妊娠二次剖宫产与非疤痕子宫剖宫产效果及安全性差异性.方法:选取2016年1月～ 2017年12月在我院产科接收分娩的90例产妇作为研究对象,将其中45例瘢痕子宫再次妊二次剖宫产产妇设为观察组,另外45例非瘢痕子宫剖宫产产妇作为对照组,观察两组手术时间、术中出血量、产后出血率及恶露持续时间,比较两组妊娠并发症发生率..结果两组并发症以胎儿窘迫、前置胎盘、产程时间异常和脐带绕颈为主,观察组妊娠并发症发生率均高于对照组(P＜0.05)结论:剖宫产再次妊娠产妇剖宫产率高,手术风险更大,临床上应严格掌握非医学指征及剖宫产禁忌症,保证母婴安全.	瘢痕子宫,病因,剖宫产术	410,9851,2046	2	目的:以剖宫产术为研究视角,比较瘢痕子宫再次妊娠二次剖宫产与非疤痕子宫剖宫产效果及安全性差异性	2	比较疤痕子宫再次妊娠二次剖宫产与非疤痕子宫剖宫产的效果.目的:以剖宫产术为研究视角,比较瘢痕子宫再次妊娠二次剖宫产与非疤痕子宫剖宫产效果及安全性差异性.瘢痕子宫%再次妊娠%剖宫产%手术指征%分娩结局.	瘢痕子宫%再次妊娠%剖宫产%手术指征%分娩结局	49090060	45129
2	小青龙汤加减方联合常规西医疗法治疗慢性支气管炎的效果探讨.目的:探究用小青龙汤加减方联合常规西医疗法治疗慢性支气管炎的效果.方法:随机选取2017年9月至2018年9月在重庆市黔江区中医院进行治疗的176例慢性支气管炎患者作为研究对象.采用随机数表法将其分为西医组和联合组(88例/组).对西医组患者进行常规的西医治疗.对联合组患者在进行常规西医治疗的基础上使用小青龙汤加减方进行治疗.然后比较两组患者的临床疗效和临床症状缓解的时间.结果:联合组患者治疗的总有效率高于西医组患者,P<0.05;治疗后,联合组患者各项临床症状缓解的时间均短于西医组患者,P<0.05.结论:用小青龙汤加减方联合常规西医疗法治疗慢性支气管炎的效果显著,能够有效地缓解患者的病情,快速地改善其临床症状.	气管,类型,症状	9472,9863,5617	2	结论:用小青龙汤加减方联合常规西医疗法治疗慢性支气管炎的效果显著,能够有效地缓解患者的病情,快速地改善其临床症状	2	小青龙汤加减方联合常规西医疗法治疗慢性支气管炎的效果探讨.目的:探究用小青龙汤加减方联合常规西医疗法治疗慢性支气管炎的效果.小青龙汤加减方%慢性支气管炎%临床症状缓解的时间.	小青龙汤加减方%慢性支气管炎%临床症状缓解的时间	49757612	10351
2	血清五聚素3、超敏C反应蛋白和胱抑素C与急性冠脉综合征的相关性分析.目的 观察急性冠脉综合征病人血清五聚素3(PTX3)、超敏C反应蛋白(hs-CRP)、胱抑素(Cys-C)表达水平,探讨其与不同类型冠脉综合征的相关性.方法 选择急性冠脉综合征病人128例,并根据诊断分为急性心肌梗死(AMI)组(50例),不稳定型心绞痛(UAP)组(78例);同时纳入50例稳定型心绞痛(SAP)病人作为SAP组,健康志愿者60名为对照组.采用酶联免疫吸附试验(ELISA法)测定血清PTX3、hs-CRP和Cys-C水平,并分析其与不同类型冠脉综合征的相关性.结论 急性冠脉综合征病人血清PTX3、hs-CRP水平升高,Cys-C血清水平降低;PTX3、Cys-C可作为急性冠脉综合征斑块稳定性病变的预测因子,调节二者可能成为治疗冠状动脉粥样硬化的潜在靶点.	急性冠脉综合征,发病部位,冠状动脉	6462,9858,2879	2	PTX3、Cys-C可作为急性冠脉综合征斑块稳定性病变的预测因子,调节二者可能成为治疗冠状动脉粥样硬化的潜在靶点	2	血清五聚素3、超敏C反应蛋白和胱抑素C与急性冠脉综合征的相关性分析.目的 观察急性冠脉综合征病人血清五聚素3(PTX3)、超敏C反应蛋白(hs-CRP)、胱抑素(Cys-C)表达水平,探讨其与不同类型冠脉综合征的相关性.急性冠脉综合征%急性心肌梗死%不稳定型心绞痛%稳定型心绞痛%冠状动脉粥样硬化%五聚素3%超敏C反应蛋白%胱抑素-C.	急性冠脉综合征%急性心肌梗死%不稳定型心绞痛%稳定型心绞痛%冠状动脉粥样硬化%五聚素3%超敏C反应蛋白%胱抑素-C	50017027	4697
2	使用彩色多普勒超声技术诊断子宫内膜癌的效果探析.目的:分析彩色多普勒超声诊断子宫内膜癌的效果.方法:选择我院于2017年2月-2018年10月收治的38例子宫内膜癌患者为研究对象.给予患者彩色多普勒超声诊断.结果:彩色多普勒超声诊断准确性与手术病理诊断差异不显著(P＞0.05).患者子宫肌层、内膜边界、回声、子宫内膜厚度等征象典型.结论:可将彩色多普勒超声技术作为子宫内膜癌的辅助诊断方法.	内膜癌,高危因素,内膜厚度	3416,9874,2430	2	患者子宫肌层、内膜边界、回声、子宫内膜厚度等征象典型.结论:可将彩色多普勒超声技术作为子宫内膜癌的辅助诊断方法	2	使用彩色多普勒超声技术诊断子宫内膜癌的效果探析.目的:分析彩色多普勒超声诊断子宫内膜癌的效果.彩色多普勒超声技术%子宫内膜癌%子宫内膜厚度.	彩色多普勒超声技术%子宫内膜癌%子宫内膜厚度	49197144	22740
2	新生儿狼疮综合征2例.目的:探讨新生儿狼疮综合征(NLS)的病因、机制、临床表现、相关检查和治疗方案.方法:总结分析2例NLS患儿和母亲的临床诊治经过,检测母亲和患儿的抗核抗体,并予出院后随访,跟踪其疾病发展方向及变化情况..结果第1例患儿在随访过程中失联,第2例患儿目前出生6个月无复发征象结论:NLS是自身免疫疾病,NLS临床表现有皮疹、发热、血液系统改变、心脏损害、肝损害、肾损害等多脏器损伤,临床表现不尽相同,累及血液系统、心脏系统时,予惠尔血、输血、正性心肌收缩力等对症处理,效果不理想,仅激素治疗有效;NLS在随访过程中,抗核抗体谱发生变化,可出现特异性抗体,日后可发展为结缔组织性疾病,此类患儿长期随访有重要的意义,需密切随访至青春期,甚至成年.	新生儿狼疮综合征,类型,疾病	5048,9863,1531	2	目的:探讨新生儿狼疮综合征(NLS)的病因、机制、临床表现、相关检查和治疗方案.方法:总结分析2例NLS患儿和母亲的临床诊治经过,检测母亲和患儿的抗核抗体,并予出院后随访,跟踪其疾病发展方向及变化情况	2	新生儿狼疮综合征2例.目的:探讨新生儿狼疮综合征(NLS)的病因、机制、临床表现、相关检查和治疗方案.新生儿狼疮综合征%自身免疫性疾病%抗核抗体.	新生儿狼疮综合征%自身免疫性疾病%抗核抗体	50211990	5376
2	新型G蛋白偶联受体40激动剂SZZ15-11的抗糖尿病作用及机制初探.目的 探讨G蛋白偶联受体(GPR)40激动剂SZZ15-11的抗糖尿病作用及机制.方法 采用基于荧光素酶报告基因的转录激活检测方法考察化合物的GPR40激活作用;用小鼠原代胰岛评价化合物的促胰岛素分泌能力;用正常ICR小鼠单次给药,评价其对血糖、血胰岛素和胰高血糖素样肽-1分泌及胃排空的影响,采用自发2型糖尿病KKAy小鼠模型长期给药,评价其对血糖的影响.结论 新型GPR40激动剂SZZ15-11可葡萄糖依赖性地促进胰岛素和GLP-1分泌,从而改善2型糖尿病模型小鼠的糖代谢,是一个潜在的抗糖尿病候选药物,值得进一步研究.	糖尿病,实验室检查,胰岛素	7948,9870,9500	2	结论 新型GPR40激动剂SZZ15-11可葡萄糖依赖性地促进胰岛素和GLP-1分泌,从而改善2型糖尿病模型小鼠的糖代谢,是一个潜在的抗糖尿病候选药物,值得进一步研究	2	新型G蛋白偶联受体40激动剂SZZ15-11的抗糖尿病作用及机制初探.目的 探讨G蛋白偶联受体(GPR)40激动剂SZZ15-11的抗糖尿病作用及机制.G蛋白偶联受体40%2型糖尿病%胰高血糖素样肽-1%葡萄糖刺激的胰岛素分泌.	G蛋白偶联受体40%2型糖尿病%胰高血糖素样肽-1%葡萄糖刺激的胰岛素分泌	48795506	25843
2	急性缺血性卒中患者血管内机械血栓切除术后出血性转化的预测因素.目的 分析急性缺血性卒中(acute ischemic stroke,AIS)患者血管内机械血栓切除术后发生出血性转化(hemorrhagic transformation,HT)的独立危险因素.方法 选择2015年3月至2018年2月期间在天津市泰达医院神经科接受动脉内机械血栓切除治疗的AIS患者.以发生出血性梗死(hemorrhagic infarction,HI)或脑实质血肿(parenchymal hematoma,PH)的患者为病例组,以未发生HT的患者为对照组.通过多变量logistic回归分析确定AIS患者机械取栓后发生HI或PH的独立危险因素.结论 糖尿病、心房颤动和空腹血糖较高是AIS患者机械取栓后发生HT的独立危险因素.	糖尿病,相关疾病,血栓	7948,9855,8101	2	方法 选择2015年3月至2018年2月期间在天津市泰达医院神经科接受动脉内机械血栓切除治疗的AIS患者.以发生出血性梗死(hemorrhagic infarction,HI)或脑实质血肿(parenchymal hematoma,PH)的患者为病例组,以未发生HT的患者为对照组.通过多变量logistic回归分析确定AIS患者机械取栓后发生HI或PH的独立危险因素.结果 研究共纳入132例AIS患者,60例(45.4％)发生HT,其中37例为HI(28.03％),23例为PH(17.42％).多变量分析显示,校正性别、饮酒、空腹血糖和糖化血红蛋白后,糖尿病[优势比(odds ratio,OR)3	2	急性缺血性卒中患者血管内机械血栓切除术后出血性转化的预测因素.目的 分析急性缺血性卒中(acute ischemic stroke,AIS)患者血管内机械血栓切除术后发生出血性转化(hemorrhagic transformation,HT)的独立危险因素.卒中%脑缺血%血管内手术%血栓切除术%脑出血%糖尿病%心房颤动%危险因素.	卒中%脑缺血%血管内手术%血栓切除术%脑出血%糖尿病%心房颤动%危险因素	48473347	10665
2	黑斑息肉综合征STK11基因突变分析.目的 检测黑斑息肉综合征( PJS)家系丝氨酸/苏氨酸激酶基因11( STK11)基因突变,分析致病机制.方法 提取家系中患者及正常人外周血基因组DNA,PCR扩增STK11全部外显子及其侧翼序列,扩增后产物纯化后直接进行DNA测序.结果 该家系致病基因突变为STK11第1外显子杂合的碱基置换c. 250A>T,为无义突变产生只有84个氨基酸的截短蛋白.结论 该家系致病基因突变为c. 250A>T(p. K84?),其致病机制为产生的截短蛋白缺失了大部分的激酶催化域,STK11活性下降的同时,p53的活性也明显下降.该致病基因突变具有较高的肿瘤易感风险,建议家系患者定期临床随访.	息肉,临床症状及体征,肿瘤	8908,9860,8617	2	目的 检测黑斑息肉综合征( PJS)家系丝氨酸/苏氨酸激酶基因11( STK11)基因突变,分析致病机制.方法 提取家系中患者及正常人外周血基因组DNA,PCR扩增STK11全部外显子及其侧翼序列,扩增后产物纯化后直接进行DNA测序.结果 该家系致病基因突变为STK11第1外显子杂合的碱基置换c. 250A>T,为无义突变产生只有84个氨基酸的截短蛋白.结论 该家系致病基因突变为c. 250A>T(p. K84?),其致病机制为产生的截短蛋白缺失了大部分的激酶催化域,STK11活性下降的同时,p53的活性也明显下降.该致病基因突变具有较高的肿瘤易感风险,建议家系患者定期临床随访	2	黑斑息肉综合征STK11基因突变分析.目的 检测黑斑息肉综合征( PJS)家系丝氨酸/苏氨酸激酶基因11( STK11)基因突变,分析致病机制.黑斑息肉综合征%STK11基因%截短蛋白%肿瘤易感风险.	黑斑息肉综合征%STK11基因%截短蛋白%肿瘤易感风险	49949833	1156
2	应用中医针灸疗法治疗头痛的临床疗效评价.目的:分析应用中医针灸疗法治疗头痛的临床疗效.方法:选取2017年1月 ～2018年8月我院收治的104例头痛病患,采用随机方法将患者分别纳入研究组和对照组,对照组予以用药治疗,研究组实施中医针灸治疗.结果:对比疼痛评分研究组治疗后低于对照组;对比临床总有效率研究组高于对照组,组间治疗后比较有显著差异,P<0.05.结论:头痛予以中医针灸治疗,可提高患者症状改善效率,保障治疗效果,减少复发.	痛,类型,症状	8850,9863,5617	2	结论:头痛予以中医针灸治疗,可提高患者症状改善效率,保障治疗效果,减少复发	2	应用中医针灸疗法治疗头痛的临床疗效评价.目的:分析应用中医针灸疗法治疗头痛的临床疗效.头痛%中医%针灸治疗%临床症状.	头痛%中医%针灸治疗%临床症状	49208941	23886
2	舒张性心力衰竭患者外周血转化生长因子β1与脑钠肽的表达及与舒张功能的相关性研究.目的 观察血浆转化生长因子β1(TGF-β1)及脑钠肽(BNP)在舒张性心力衰竭(简称心衰)患者与非心衰住院患者之间的表达差异,探讨TGF-β1、BNP、TGF-β1/BNP与舒张功能指标、心脏超声舒张功能障碍分级及纽约心脏病学会(NYHA)心功能分级的相关性.方法 选取北京朝阳医院2016年10月至2017年11月住院的舒张性心衰患者,同时选择年龄及性别相匹配的非心衰住院患者为对照.使用心脏超声频谱多普勒、组织多普勒方法测量舒张功能指标(E/e'),根据美国超声心动图学会指南评价舒张功能障碍分级,根据NYHA心功能分级标准评价心功能,使用酶联免疫吸附法测定血浆TGF-β1和BNP水平,并分析各指标间的相关性及绘制受试者工作特征(ROC)曲线.结论 舒张性心衰患者血浆TGF-β1及BNP水平升高;TGF-β1及BNP与舒张功能指标E/e'、舒张功能障碍分级及NYHA心功能分级具有相关性,其水平升高是舒张性心衰发生的独立预测因子,对舒张性心衰均有辅助诊断价值,且BNP的诊断价值优于TGF-β1.	舒张性心力衰竭,发病部位,心脏	3295,9858,5072	2	目的 观察血浆转化生长因子β1(TGF-β1)及脑钠肽(BNP)在舒张性心力衰竭(简称心衰)患者与非心衰住院患者之间的表达差异,探讨TGF-β1、BNP、TGF-β1/BNP与舒张功能指标、心脏超声舒张功能障碍分级及纽约心脏病学会(NYHA)心功能分级的相关性	2	舒张性心力衰竭患者外周血转化生长因子β1与脑钠肽的表达及与舒张功能的相关性研究.目的 观察血浆转化生长因子β1(TGF-β1)及脑钠肽(BNP)在舒张性心力衰竭(简称心衰)患者与非心衰住院患者之间的表达差异,探讨TGF-β1、BNP、TGF-β1/BNP与舒张功能指标、心脏超声舒张功能障碍分级及纽约心脏病学会(NYHA)心功能分级的相关性.心力衰竭,舒张性%脑钠肽%转化生长因子β%生物标志物.	心力衰竭,舒张性%脑钠肽%转化生长因子β%生物标志物	48660164	47542
2	结核分枝杆菌Dnak和MPT83蛋白的抗原性评价.目的 对两种结核分枝杆菌(Mycobacterium tuberculosis)蛋白Dnak(Rv0350)和MPT83(Rv2873)进行抗原性评价,为结核病免疫诊断和疫苗研究提供实验依据.方法 通过基因重组和蛋白质纯化技术,克隆表达和纯化结核分枝杆菌蛋白Dnak(Rv0350)和MPT83(Rv2873).收集人群包括结核病患者、非结核病其他肺部疾病患者和健康志愿者的血液标本,以基因重组Dnak(Rv0350)和MPT83(Rv2873)蛋白作抗原,采用酶联免疫吸附试验(ELISA)和效应T细胞酶联免疫斑点试验(ELISPOT)分别进行人群体液和细胞免疫学检测,分析其免疫学性能.结论 结核分枝杆菌Dnak(Rv0350)和MPT83(Rv2873)蛋白均具有较好的抗原性,并且刺激T细胞产生免疫应答的能力较强,两者联合可能对于结核病免疫诊断和新型抗结核疫苗研究有更好的应用价值.	结核病,病因,结核分枝杆菌	3415,9851,1895	2	结论 结核分枝杆菌Dnak(Rv0350)和MPT83(Rv2873)蛋白均具有较好的抗原性,并且刺激T细胞产生免疫应答的能力较强,两者联合可能对于结核病免疫诊断和新型抗结核疫苗研究有更好的应用价值	2	结核分枝杆菌Dnak和MPT83蛋白的抗原性评价.目的 对两种结核分枝杆菌(Mycobacterium tuberculosis)蛋白Dnak(Rv0350)和MPT83(Rv2873)进行抗原性评价,为结核病免疫诊断和疫苗研究提供实验依据.结核分枝杆菌%Dnak(Rv0350)蛋白%MPT83(Rv2873)蛋白%抗原性%免疫学评价.	结核分枝杆菌%Dnak(Rv0350)蛋白%MPT83(Rv2873)蛋白%抗原性%免疫学评价	48139272	13341
2	多西他赛联合替吉奥新辅助化疗治疗进展期胃癌的临床效果.目的 探讨多西他赛联合替吉奥新辅助化疗治疗进展期胃癌的临床效果.方法 将90例进展期胃癌患者按照随机数表法将其分为观察组(n=45)与对照组(n=45).对照组术前给予多西他赛联合氟尿嘧啶治疗,观察组术前给予多西他赛联合替吉奥新辅助化疗,比较两组治疗效果.结果 观察组的RR、DCR均略高于对照组(P>0.05).治疗后,两组CA199、CA724及CEA水平均显著降低,且观察组低于对照组(P<0.05).观察组术后肿瘤完全切除率、1、2年生存率均显著高于对照组,差异具有统计学意义(P<0.05).观察组脱发、骨髓抑制、胃肠反应及肝功能障碍发生率均显著低于对照组(P<0.05).结论 多西他赛联合替吉奥新辅助化疗治疗进展期胃癌可有效提高临床疗效,降低肿瘤标志物水平,减少化疗不良反应的发生,延长患者生存时间,值得推广与应用.	胃癌,临床症状及体征,肿瘤	439,9860,8617	2	结论 多西他赛联合替吉奥新辅助化疗治疗进展期胃癌可有效提高临床疗效,降低肿瘤标志物水平,减少化疗不良反应的发生,延长患者生存时间,值得推广与应用	2	多西他赛联合替吉奥新辅助化疗治疗进展期胃癌的临床效果.目的 探讨多西他赛联合替吉奥新辅助化疗治疗进展期胃癌的临床效果.多西他赛%替吉奥%新辅助化疗%进展期胃癌%肿瘤标志物.	多西他赛%替吉奥%新辅助化疗%进展期胃癌%肿瘤标志物	48069616	14541
